studentnum,course.id,ctar_q1_1,ctar_q2_1,ctar_q3_1,ctar_q4_1,ctar_q5_1,ctar_q6_1,ctar_q7_1,ctar_q8_1,ctar_q9_1,ctar_q10_1,ctar_q11_1,ctar_q12_1,ctar_q13_1,ctar_q14_1,ctar_q15_1,ctar_q16_1,ctar_q17_1,gender,class
2511,GC1_B_2017_4,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2512,GC1_A_2017_4,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2514,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2516,GC1_B_2017_4,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2519,GC1_A_2017_4,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2521,GC1_A_2017_4,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
2522,GC1_A_2017_4,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2523,GC1_A_2017_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2525,GC1_A_2017_4,Not at all typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2529,GC1_A_2017_4,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
2537,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
2539,GC1_A_2018_2,Not at all typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Sophomore
2540,GC1_C_2018_1,Not at all typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
2542,GC1_B_2017_4,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Male,Sophomore
2546,GC1_A_2017_4,Only somewhat typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Female,Freshman
2556,GC1_B_2017_4,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2558,GC1_B_2017_4,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2560,GC1_B_2017_4,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2561,GC1_A_2017_4,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2562,GC1_C_2018_1,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2564,GC1_B_2017_4,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
2566,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2573,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2574,GC1_A_2018_2,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Female,Freshman
2575,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
2576,GC1_B_2017_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2577,GC1_C_2018_1,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Sophomore
2579,GC1_B_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Male,Freshman
2581,GC1_B_2017_4,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2583,GC1_B_2017_4,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Female,Freshman
2584,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
2585,GC1_A_2017_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Male,Freshman
2586,GC1_B_2017_4,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2587,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
2588,GC1_A_2017_4,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2590,GC1_A_2018_2,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2593,GC1_A_2017_4,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2598,GC1_A_2017_4,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2599,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2601,GC1_A_2017_4,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
2602,GC1_A_2017_4,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2605,GC1_C_2018_1,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Female,Freshman
2607,GC1_A_2018_2,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2608,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2610,GC1_A_2017_4,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2611,GC1_B_2017_4,Not at all typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2612,GC1_A_2017_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2613,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2614,GC1_B_2017_4,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2615,GC1_B_2017_4,Quite typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Male,Freshman
2616,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Male,Freshman
2618,GC1_A_2017_4,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2619,GC1_B_2017_4,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2620,GC1_B_2017_4,Not at all typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Male,Freshman
2621,GC1_C_2018_1,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2624,GC1_C_2018_1,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2626,GC1_A_2018_2,Very typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Sophomore
2630,GC1_A_2018_2,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Very typical of me,Female,Freshman
2631,GC1_A_2017_4,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2632,GC1_B_2017_4,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Female,Freshman
2634,GC1_A_2017_4,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
2636,GC1_A_2018_2,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Female,Sophomore
2637,GC1_B_2017_4,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2639,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Quite typical of me,Male,Freshman
2645,GC1_A_2017_4,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2647,GC1_B_2017_4,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Not at all typical of me,Quite typical of me,Very typical of me,Female,Freshman
2648,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Not at all typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Female,Freshman
2649,GC1_A_2018_2,Very typical of me,Only somewhat typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Female,Sophomore
2652,GC1_A_2018_2,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Sophomore
2654,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Female,Freshman
2655,GC1_B_2017_4,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Female,Freshman
2656,GC1_B_2017_4,Not at all typical of me,Very typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Female,Freshman
2659,GC1_C_2018_1,Very typical of me,Quite typical of me,Quite typical of me,Very typical of me,Very typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Very typical of me,Female,Sophomore
2660,GC1_B_2017_4,Not at all typical of me,Not at all typical of me,Not at all typical of me,Very typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Female,Freshman
2663,GC1_B_2017_4,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Very typical of me,Very typical of me,Only somewhat typical of me,Not at all typical of me,Quite typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
2664,GC1_A_2017_4,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Quite typical of me,Quite typical of me,Very typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Quite typical of me,Only somewhat typical of me,Only somewhat typical of me,Quite typical of me,Male,Freshman
2666,GC1_A_2018_2,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Not at all typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Only somewhat typical of me,Not at all typical of me,Only somewhat typical of me,Only somewhat typical of me,Male,Freshman
